author,category,description,link,title
未来汽车日报,内容,"<p>编者按：本文来自36氪「<a href=""https://auto-time.36kr.com/p/401511826685955"" target=""_blank"">未来汽车日报</a>」（微信公众号ID：auto-time），作者：张一。</p><p>作者 | 张一</p><p>编辑 | 吴岩</p><p>时隔多年，“一辈子都在做车”的邬学斌再次与奇瑞汽车结缘，更像是一场顺理成章的“久别重逢”。&nbsp;</p><p>今年9月初，此前担任宝能汽车前副总裁兼研发院院长的邬学斌加入奇瑞，负责智能汽车业务，出任奇瑞雄狮科技总经理一职。</p><p>34年前，20岁的邬学斌毕业于合肥工业大学的前身—安徽工程院汽车工程专业，并在这里结识了后来带领奇瑞跻身自主品牌排头兵的尹同跃。同样巧合的是，邬学斌的老家，就在距离奇瑞总部芜湖不远的安徽省太湖县。&nbsp;</p><p>1959年，邬学斌出生6年前的五一劳动节，坐落在芜湖的江南汽车修理厂推出了一款“鸠江”牌轿车，埋下了芜湖汽车工业最早的一颗种子。&nbsp;</p><p>“鸠江”之名取自芜湖古称“鸠兹”和“长江”。鸠兹是芜湖的象征，也是芜湖最早的故址名。据《左传》记载，鸠兹城址位于水阳江南岸一带侵蚀残丘向北延伸的尽头。这里湖沼丛生，鸠鸟云集，这段水阳江彼时是一条重要的东西交通水道，西连长江、东通太湖。</p><p>“我从小在太湖边上长大。上学时很调皮，学习不怎么上心，当时我的中学班主任对我期望非常高，被我的调皮气得不轻。”邬学斌在接受未来汽车日报（ID：auto-time）采访时回忆道，“真的没想到，自己做了一辈子技术，而且是汽车最前沿的技术。”&nbsp;</p><p>走出大学校门后，邬学斌经历了两次重要的人生抉择。一次是26岁时走出国门，一次是38岁的回国选择。&nbsp;</p><p>1991年，26岁的邬学斌辞去安徽交通厅的工作，远赴美国底特律韦恩州立大学攻读机械工程和工商行政管理专业硕士。那是他“人生中最大的一次转折”。</p><p>因为未做好充分准备，邬学斌在美国吃了不少苦头。“一天做3份兼职，早上6点多就爬起来给人刷房子，我眼睛左边是平的。”邬学斌用左手指着左颧骨的位置解释道，“是在美国给人刷房子的时候掉下来摔的，这块骨头已经摔断了。”那时年轻，他连什么是害怕都不知道。</p><p>几乎是在同一时间，中国的汽车工业逐渐走上正轨。东风汽车与法国雪铁龙合资成立的神龙汽车诞生，大众捷达在一汽大众工厂下线，北京吉普、天津夏利和天津大发跑在各个城市的大街小巷。中国汽车年产量达到了70万辆左右，年增长率高达40%。芜湖则以大洋彼岸邬学斌所在的“汽车之城”底特律为目标，提出了建设汽车城的计划。</p><p>1994年，邬学斌毕业后来到美国通用公司福尔德底盘分部担任工程师，芜湖的汽车工业正顶着技术、资金和人才的多重困境，艰难地摸索前行。</p><p>90年代中期，芜湖汽车厂与三九集团合作失败，与一汽集团共同成立的合资公司一汽扬子底盘厂遇挫，一汽退出合作。缺技术、缺资金、缺人才的芜湖汽车厂将“缺什么拿什么”视为发展汽车产业的“出路”，“挖”来了当时在一汽做车间主任的尹同跃。</p><p>尹同跃带着芜湖市政府批下来的30万元资金，从一个废弃的茅草屋砖瓦厂开始摸索造车。期间，奇瑞曾试图斥资2980万美元买下美国福特的发动机生产线，但最后合作未果，奇瑞不得不自己动手研发。</p><p>发动机点火之后，2000年，在一汽和东风汽车碰壁的奇瑞，经多番努力获得上汽集团“许可”，拿到了汽车“准生证”。</p><p>奇瑞汽车车尾挂上“上汽奇瑞”腾飞的3年，邬学斌正在美国福特汽车公司担任整车性能高级工程师的职务。但即使身在国外，他一直关注国内汽车发展，特别是老朋友尹同跃一手创立的奇瑞汽车。</p><p>2003年3月1日，奇瑞第10万台轿车下线。同月，邬学斌辞掉了在美国福特的工作，并于同年4月加入奇瑞，担任汽车研究院车型发展部部长和试制试验部部长。&nbsp;</p><p>“我赶上了留学的尾巴，但是站在了回国的浪头。”邬学斌笑着总结道。</p><p><img src=""https://img.36krcdn.com/20191011/v2_1570778230303_img_000"" data-img-size-val=""1920,1280""/></p><p label=""图片描述"" classname=""img-desc"" class=""img-desc"">奇瑞雄狮科技总经理邬学斌 来源：受访者供图</p><p>归国十几年后，曾先后供职于北汽福田、北汽集团、百度自动驾驶事业部和宝能汽车的邬学斌，兜兜转转又回到了奇瑞。近年来，奇瑞一直在通过体系调整、技术投入等方式试图重回中国自主品牌销冠宝座。智能网联的汽车产业变革，则是其正在努力抓住的重要机遇。</p><p>早在9年前，奇瑞便开始研发汽车智能互联技术。2017年11月，奇瑞智能化转型提速，成立智能汽车事业群及麾下五大部门，并提出了“奇瑞雄狮”智能化战略。 &nbsp;</p><p>在今年6月举办的奇瑞雄狮生态联盟大会上，奇瑞汽车董事长尹同跃再次强调了奇瑞雄狮的战略地位。他表示，“作为集团业务的第七大板块，奇瑞雄狮代表着奇瑞的未来。”此次由邬学斌执掌这一重要业务板块，或许意味着奇瑞将加速布局智能化。&nbsp;</p><p>近日，邬学斌走马上任后首次在媒体面前公开发声。在接受未来汽车日报（ID：auto-time）专访时，邬学斌讲述了他从主机厂“跨界”到互联网公司，再从互联网公司回到主机厂的经历，并分享了他对奇瑞智能汽车发展的规划，及对自动驾驶的看法。&nbsp;</p><h3 label=""二级标题"">以下是未来汽车日报（ID：auto-time）与邬学斌的对话内容：</h3><p><strong>未来汽车日报：您从主机厂进入互联网公司，现在又回到主机厂，是出于什么样的考虑？一路走来感触如何？</strong></p><p><strong>邬学斌：</strong>我去哪儿都是为了做车，一辈子都是在做车。当时去百度是因为百度要做无人车，去探索汽车新技术。我在百度学到了很多东西，但百度后来就不做整车了，着重做阿波罗平台。&nbsp;</p><p>智能化、电动化和共享化确实给传统汽车带来了很大影响，但这个影响并不是颠覆性的。车还是车，只是从传统的机电一体化变成信息化软件一体化。做汽车是件严肃的事，每一个部件都不容疏忽。我认为，汽车行业需要有汽车工业沉淀的人。</p><p><strong>未来汽车日报：在当前的电动化、智能网联环境下，您认为奇瑞雄狮的智驾、智云、智造、智赢、智行这五个业务板块需要作出怎样的调整？</strong></p><p><strong>邬学斌：</strong>尹总（奇瑞汽车董事长尹同跃）对雄狮科技的规划非常好，这五个业务分别涵盖了汽车行业几个大的方面。智云指的是车联网，智驾指的是自动驾驶，这两者体现了汽车产品端的变化。智赢是指后端的平台，是大数据层面的。智造是整个汽车公司层面的智能化，不仅是生产环节的智能化、信息化，还包括客户信息反馈到企业内部之后为下一代汽车的设计提供依据。智行指的是智能出行。目前，智造和智行这两块业务还没有完全启动。&nbsp;</p><p>智云、智驾、智赢这三个业务板块没有特别的优先顺序。从产业角度来看，现在很多公司的车联网已经做得比较成熟了，奇瑞处于行业追赶者的位置。而在自动驾驶和大数据方面，各家仍在比拼阶段，目前对于行业中的公司来说，技术路线的选择非常重要。如果技术路线选错了，做得越多，错得越多。</p><p><strong>未来汽车日报：自动驾驶投入大周期长而且落地难，“奇瑞雄狮”的自动驾驶业务打算怎么做？</strong></p><p><strong>邬学斌：</strong>自动驾驶业务方面，我们遵循从低速到高速发展的路径，主打L4级自动驾驶，不开发L3级自动驾驶，先进行低速L4级自动驾驶的商业落地。</p><p>以现在的算力水平，低速的L4级自动驾驶（30公里/小时）是可以实现的。主要应用场景有场区内的通勤车、机场的摆渡车、码头的装运车及停车场的自主泊车等。停车场的自主泊车是刚需。（实现这一目标）需要在停车位上加一些定位的传感器，用作V2X识别，比如车到了地下之后没有信号了，需要Wi-Fi来定位识别。在停车场端，如果是400个停车位的停车场，粗略估计，改造大概需要32万元。</p><p>现在我们自主泊车的成本是单车8000元，2020年可以实现产业化，未来预计成本还有进一步降低的空间，我们的目标是做到5000元以内。现在是先做停车场的后装，再做车载前装，已经在与多个城市沟通合作。</p><p><strong>未来汽车日报：与竞争对手相比，奇瑞雄狮科技低速L4自动驾驶的优势是什么？&nbsp;</strong></p><p><strong>邬学斌：</strong>自动驾驶业务的比拼有两点，一是成本，二是可靠性。奇瑞雄狮这套系统最大的优势就是成本优势，简单来讲是通过对车辆的精确算法实现的，我们对汽车制动系统、转向系统的积累更深，更熟悉每个系统的特征曲线。</p><p>这块业务是雄狮智驾在做。自动驾驶开发团队中，来自主机厂的人占三分之一，来自计算机专业的占二分之一，其余是从供应商过来的。&nbsp;</p><p><strong>未来汽车日报：下一步关于车联网有什么样的规划？</strong></p><p><strong>邬学斌：</strong>车联网方面，我们需要先落地车和网的连接，之后是车和车相连，车和路相连。车和网的连接是指把互联网上的内容“搬”到车上，让用户在车上的交互服务，跟他们直接操作手机、使用电脑的体验感相近。这部分市场上技术已经很成熟了，但是体验的满意度不一致。</p><p><strong>未来汽车日报：车联网和自动驾驶方面哪些具体业务会自己做？哪些会开放合作？</strong></p><p><strong>邬学斌</strong>：车联网业务大部分采取合作模式，合作伙伴来自我们的生态联盟。福特创始人说过，选择了汽车就是选择了合作。</p><p>车联网的数据平台我们会自己做，端口自己开发，比如到底是用手势、键盘还是语音控制，这些需要我们来定义。另外，个别的应用也会自己做，但是绝大部分应用都是合作，比如新闻、音乐、导航、地图等。车联网主要分在智云下面，大概有100多名开发人员，主要是南京和上海的两个团队。&nbsp;</p><p>自动驾驶方面，奇瑞雄狮智驾主要做主控制器，也就是信息全部集中起来之后如何发出指令来执行。其他各种传感器及传感器中的数据处理主要是和供应商合作，比如摄像头技术等。</p><p>另外，操作系统奇瑞也在做，但是我们不做底层操作系统，只做应用层。未来我们在底层操作系统选择上还是以Linux操作系统作为首选，安卓系统也会考虑。其实安卓也是Linux上面开发的，这两个操作系统的核心是一样的。是否选择安卓要看政策，如果未来使用安卓操作系统的限制较高，使用起来肯定会受到影响。</p><p><strong>未来汽车日报：华为在今年上半年加入了奇瑞雄狮的智行者伙伴计划，目前合作取得了哪些成果？奇瑞雄狮与百度未来在自动驾驶领域有哪些合作的可能？</strong></p><p><strong>邬学斌：</strong>奇瑞雄狮与华为合作的产品正在开发中，主要是车联网方面，预计明年会在开始应用。&nbsp;</p><p>百度在车联网和自动驾驶方面入局时间早，投入也很大，未来肯定是奇瑞雄狮非常重要的合作伙伴，具体的合作方案目前正在制定。我们与百度的合作方式还会考虑到奇瑞车主的特点，比如车主对投资相关的服务需求并不大，对娱乐服务的呼声更高，我们会根据实际情况进行一些功能的选装和定制。</p><p>百度的车联网已经与奇瑞建立整车方面的合作，下一步如何与雄狮进行深一步的合作，还要继续探讨。</p><p><strong>未来汽车日报：您认为L4级自动驾驶什么时候能实现？有哪些难点？</strong></p><p><strong>邬学斌：</strong>主要有两个方面的难点，一是算力，二是成本。</p><p>首先，计算机的计算能力需要取得突破性的提高，不是提高10%或者50%，而是需要1倍、2倍、5倍甚至上百倍的提升。现在0101的计算速率是有限的，L4级自动驾驶要求整个计算循环要在15mm内。这里的15mm指的是，从看到紧急情况出现到反应出需要踩刹车这个过程，需要在15mm之内完成。而完成计算过程到行为执行之间的指令，还需要通过底盘的设计实现。&nbsp;</p><p>其次，现有的传感器成本还得降低才行。以一辆30万元的车来计算，这套传感器的成本整体下来不能超过整车价格的10%，也就是3万元，包括所有的感知系统传感器、计算系统（芯片）以及定位系统、散热系统等。我认为传感器价格需要降低到5万元以内，才具备产业化的成本要求。现在大概在20万元左右，起码也要十多万元。</p><p><strong>未来汽车日报：特斯拉的算力处于什么水平？它的传感器在在成本上具备产业化落地的可能吗？</strong></p><p><strong>邬学斌：</strong>特斯拉的算力也没有达到L4级自动驾驶级别，现在所有芯片都还是使用“0101”的逻辑，这个逻辑的算力是有限的，不能满足L4级自动驾驶的需要。</p><p>特斯拉的传感器系统不是采用激光雷达，而是摄像头，这就控制了成本。在雷达选择上，我认为旋转式激光雷达前景不大，它在颠簸的动态路况中实用性不高，未来固态雷达的应用价值更高。&nbsp;</p><p><strong>未来汽车日报：目前车路协同处于什么样的发展阶段？还需要哪些方面的努力？&nbsp;</strong></p><p><strong>邬学斌：</strong>车路协同方面现在有两种不同的技术路线。一种是单车自主，车本身通过传感器进行自主判断（自动驾驶）。另一种是云端智慧，将高精地图、超算能力放在云端，通过5G等技术实现云端指挥车辆。我比较倾向于单车自主路线，车的自主性是基础，然后再配合云端的支持，比如车路协同、车车通讯等。</p><p>另外，采用车道线识别主要是为了确定车辆所在的位置。但是车道线定位有明显的局限性，它不能作为主定位，只能是辅助定位。目前GPS也不能作为主定位，在山洞、隧道等特殊场景，GPS定位也是失灵的。</p><p>我比较推崇激光雷达定位。激光雷达是三维定位，可以确定唯一的位置，而且精度非常高，可以通过激光雷达与高精地图结合确定位置。</p><p><strong>未来汽车日报：您认为未来的汽车和交通会是什么样的？&nbsp;</strong></p><p><strong>邬学斌：</strong>这里首先要强调两点。第一，不要把新技术的出现和应用混为一谈，从样车做出来到实际应用需要很长的时间。第二，汽车一定是新技术不断变革的载体，未来的汽车是更安全、更环保、更节能和更智慧的，而且强调服务功能。</p><p>比如，未来的智能红绿灯会成为一个传感器，当车辆进入靠近红绿灯一定范围时，红绿灯可以控制车辆行驶，根据提前写入的规则计算并操控车辆通过的优先顺序和速度。到那时，如果你在路口把油门当刹车踩错，汽车并不会前行。这种场景的产业化会很快发生。</p><p><strong>未来汽车日报：2003年为何决定从美国回来？</strong></p><p><strong>邬学斌</strong><strong>：</strong>在国外工作的那些年里，我一直都很关注国内汽车的发展，奇瑞汽车的整个发展过程我都一直在关注。那几年，每年中国汽车代表团访问底特律的时候，我们都会负责接待，当时跟国内汽车行业的接触和互动非常多，当时就有考虑回来，但是还没有完全决定。&nbsp;</p><p>非要说契机的话，应该是在2002年10月31日，当时胡茂元（时任上汽集团总裁）来底特律做演讲。演讲结束后，我认真地跟他说我想考虑回来，他的态度很积极。我意识到，国内汽车行业是需要我的，即便是降薪幅度很大也要回来，值得。我回国的时候根本没期望工资要跟美国一样高，主要是看好国内市场。</p><p><strong>未来汽车日报：那时候在美国是一种什么样的生活状态？回来之后有后悔过吗？&nbsp;</strong></p><p><strong>邬学斌：</strong>那时候大家在美国的日子过得都很好，洋房有了，汽车开上了，要么拿到绿卡，要么在拿到绿卡的路上，孩子上学了，自己工作也稳定了，休息日开始打高尔夫了，开始谈论到哪儿休假了。但就是在那个时候，我决定回国了。出国留学的时候，我赶上了留学的尾巴，但回国我赶上了浪头，是第一批从底特律回来的。&nbsp;</p><p>能为祖国贡献自己的绵薄之力，我不后悔。回来的这十几年，我培养了团队，建立了不少体系，能为祖国的汽车发展留下一些东西，这是很值得的。&nbsp;</p><p>只是有两个遗憾。一是自己和家人在一起的时间短了，我回国那年女儿在读高中，陪伴的时间少了。二是自己身体上的付出和精力的消耗，现在头发白了不少。不过如果不回来，也很可能愁白了头。</p><p><strong>未来汽车日报：您认为车市寒冬什么时候会结束？拐点将在什么时候到来？</strong></p><p><strong>邬学斌：</strong>目前国内的汽车行业发展遇到了一些困难，这是正常的，处在调整期，我不认为这是冬天。汽车行业是一个周期性的行业，在低谷期我们应该为下一个阶段的崛起做积累。至于崛起的时间是什么时候，要看宏观经济的发展。当消费者认为自己会有钱的时候，就会去消费，就会买车。</p><p><br/></p><p>（我是36氪未来汽车日报作者张一，关注汽车、自动驾驶及共享出行动态，欢迎爆料和交流。我的微信是 ro20110723，添加请备注姓名、职位、公司。）</p><p><img src=""https://img.36krcdn.com/20191011/v2_1570778349976_img_000"" data-img-size-val=""900,500""/></p>
      ",http://36kr.com/p/5255395.html?ktm_source=feed,"专访 | 奇瑞智能业务掌门人：智能化会带来汽车行业新模式
      "
36氪每日商业精选,,"<p>文 | 36氪每日商业精选<br/></p><h2 class=""ql-long-13011303""></h2><h3 label=""二级标题"">氢燃料电池汽车的补贴政策将按期退出，时间或在2020年后</h3><p>近日，财政部在答复上汽集团董事长陈虹有关燃料电池汽车产业发展的建议时提到，国家针对燃料电池汽车行业的购置税补贴政策应当按照既定规划完成退出。</p><p>财政部此前等印发的《关于免征新能源汽车车辆购置税的公告》曾明确，对燃料电池新能源车的免征购置税优惠持续至2020年12月31日。今年3月的补贴新政大幅削减了针对纯电动和插电式混动汽车的税收优惠，燃料电池汽车则不在此次补贴退坡的范围之内。上述答复意味着，氢燃料电池汽车所能享受的补贴优惠或将只持续到2020年。</p><p>中央财政自2009年以来开始对新能源汽车予以补贴，包括纯电动、插电混动和燃料电池汽车。但是目前...</p><blockquote><p><strong>主编点评：和纯电动汽车一样，政府补贴对促进氢燃料电池汽车行业初期快速发展有刺激作用，但必然不是行业发展的长久之计...</strong></p></blockquote><h3 label=""二级标题"">7-11将关闭千家门店，但便利店的春风还在拂面</h3><p>日前，日本最大便利店7-11母公司Seven &amp; i Holdings Co宣布计划进行大规模调整，至2022年裁员4000人，旗下7-11便利店、伊藤洋华堂、SOGO西武的店铺数量也将调整。其中，公司将关闭或迁移约1000家7-11便利店，日本民众消费欲望减弱、人口红利衰减、同行竞争压力等都影响到了7-11的经营。</p><p><span style=""font-family: &quot;PingFang SC&quot;, &quot;Lantinghei SC&quot;, &quot;Helvetica Neue&quot;, Helvetica, Arial, &quot;Microsoft YaHei&quot;, 微软雅黑, STHeitiSC-Light, simsun, 宋体, &quot;WenQuanYi Zen Hei&quot;, &quot;WenQuanYi Micro Hei&quot;, sans-serif;"">与罗森、全家并称为便利店领域三大外资巨头的7-11，扩张速度极快，在全球开店最多，也最早进驻中国市场。截至2019年5月底，7-11全球店铺总数共有6.86万，日本店铺数量超过2万。10月10日Seven&amp;i Holdings公布的2019财年中期业绩显示，公司净收入1106亿日元，创历史新高，7-11是主要推动力。</span><br/></p><p><span style=""font-family: &quot;PingFang SC&quot;, &quot;Lantinghei SC&quot;, &quot;Helvetica Neue&quot;, Helvetica, Arial, &quot;Microsoft YaHei&quot;, 微软雅黑, STHeitiSC-Light, simsun, 宋体, &quot;WenQuanYi Zen Hei&quot;, &quot;WenQuanYi Micro Hei&quot;, sans-serif;"">但是，7-11的生意越来越不好做了...</span><br/></p><blockquote><p><strong>主编点评：目前，本土便利店仍在各自区域内竞争，跨区域的龙头企业尚未出现。虽说便利店的线下流量受资本青睐，但新风口下的风险也不小</strong></p></blockquote><address><p><a href=""https://36kr.com/coupons/single?id=220?ktm_source=kk_feed101403_36krdaily"" target=""_blank"">本文来自36氪付费栏目《36氪每日商业精选》——10月14日<br/></a></p><p><a href=""https://36kr.com/coupons/single?id=220?ktm_source=kk_feed101403_36krdaily"" target=""_blank"">每天不到1元，深度资讯+主编点评，省时省心高效阅读</a></p><p><a href=""https://36kr.com/coupons/single?id=220?ktm_source=kk_feed101403_36krdaily"" target=""_blank"">【限时彩蛋】戳此订阅，立减10元&gt;&gt;</a></p></address><h3><a href=""https://36kr.com/goods/p/5255330?ktm_source=kk_1014content3_36krdaily"" target=""_blank"">已购用户戳此查看完整内容或听完整音频&gt;</a></h3><p><a href=""https://36kr.com/goods/p/5254026?ktm_source=kk_1010content3_36krdaily""></a></p><p><a href=""https://36kr.com/goods/p/5255330?ktm_source=kk_1014content3_36krdaily"" target=""_blank""><img src=""https://pic.36krcnd.com/201910/14103056/2ql6lprcd86tv0q2.png!heading"" data-img-size-val=""720,1753""/></a></p><p><a href=""https://36kr.com/goods/p/5254026?ktm_source=kk_1010content3_36krdaily""></a><br/></p><p><a href=""https://36kr.com/coupons/single?id=220?ktm_source=kk_feed101403_36krdaily"" target=""_blank""><img src=""https://pic.36krcnd.com/201906/12101128/q0fwdgyep9jnhcuw.png!1200"" data-img-size-val=""720,3783""/></a></p><p><br/></p>
      ",http://36kr.com/p/5255331.html?ktm_source=feed,"深度资讯 | 氢燃料电池汽车的补贴政策将按期退出，时间或在2020年后
      "
